ListingID,Title,UserID,baseurl,Price,AboutListing,HostName,MemberDate,Lat,Long,BookInstantly,Cancellation,OverallCounter,PageCounter,PageNumber,A_AC,A_Breakfast,A_CableTV,A_CarbonMonoxDetector,A_Doorman,A_Dryer,A_TV,A_Elevator,A_Essentials,A_Events,A_FamilyFriendly,A_FireExt,A_Fireplace,A_FirstAidKit,A_Gym,A_Heat,A_HotTub,A_Intercom,A_Internet,A_Kitchen,A_Parking,A_Pets,A_Pool,A_SafetyCard,A_Shampoo,A_SmokeDetector,A_Smoking,A_Washer,A_Wheelchair,P_Cleaning,P_Deposit,P_ExtraPeople,P_Monthly,P_Weekly,R_CI,R_acc,R_clean,R_comm,R_loc,R_val,RespRate,RespTime,S_Accomodates,S_Bathrooms,S_BedType,S_Bedrooms,S_CheckIn,S_Checkout,S_NumBeds,S_PropType,ShortDesc
7757707,Sun filled high end 1bedroom Loft,40790264,https://www.airbnb.com/s/Boston--MA?page=72,100,,,,42.35491713780565,-71.06170409988974,No,,504,7,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943299,Quiet Home Near Public Trans. Full,15026714,https://www.airbnb.com/s/Boston--MA?page=72,85,,,,42.33640296711735,-71.1151150655856,No,,576,8,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6972596,Great room with off-street parking.,36472407,https://www.airbnb.com/s/Boston--MA?page=72,60,,,,42.39561974932765,-71.09387359301378,No,,648,9,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6924390,Serenity in Somerville,13887926,https://www.airbnb.com/s/Boston--MA?page=72,84,,,,42.39834789929926,-71.11410227263856,No,,720,10,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4504025,Beacon Hill Gem Garden Studio,114913,https://www.airbnb.com/s/Boston--MA?page=72,128,,,,42.360433224252226,-71.0683436960499,No,,792,11,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133274,"Cozy Apartment in Brookline, near T",52004016,https://www.airbnb.com/s/Boston--MA?page=72,85,,,,42.34069654193474,-71.14486945845093,No,,864,12,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7462268,Allston close to Harvard Business D,19548932,https://www.airbnb.com/s/Boston--MA?page=72,60,,,,42.35819787180854,-71.12901562046952,No,,936,13,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7614517,Beacon Hill Studio w/ patio&parking,39934024,https://www.airbnb.com/s/Boston--MA?page=72,200,,,,42.36133855141079,-71.06909780032329,No,,1008,14,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4889920,Walk to MIT/Harvard/Red Line T ,24415419,https://www.airbnb.com/s/Boston--MA?page=72,99,,,,42.36700560426294,-71.09784211478821,No,,1080,15,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041681,1BR+Bath in Davis Sq 3min to Subway,248693,https://www.airbnb.com/s/Boston--MA?page=72,100,,,,42.396010312295104,-71.11877133143837,No,,1152,16,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4224124,(7) Amory Guest House Harvard MIT,21895566,https://www.airbnb.com/s/Boston--MA?page=72,90,,,,42.370249437444855,-71.10165539426708,No,,1224,17,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8982616,#3 Real close to the airport...,22264304,https://www.airbnb.com/s/Boston--MA?page=72,65,,,,42.3693769367594,-71.03334518228286,No,,1296,18,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10763248,2BR apartment in heart of Allston,3828480,https://www.airbnb.com/s/Boston--MA?page=73,150,,,,42.353868255700085,-71.13564328529222,No,,73,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4947526,Private Bedroom- 6 min walk to BCEC,25499738,https://www.airbnb.com/s/Boston--MA?page=73,103,,,,42.340727651354676,-71.05025788872314,No,,146,2,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712891,Rent a room ,13883617,https://www.airbnb.com/s/Boston--MA?page=73,80,,,,42.36863072377625,-71.09305015769945,No,,219,3,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926796,A safe and friendly place to stay!,51026962,https://www.airbnb.com/s/Boston--MA?page=73,48,,,,42.341309489057956,-71.09844818596996,No,,292,4,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9094905,Artsy Beacon Hill Room,4550056,https://www.airbnb.com/s/Boston--MA?page=73,95,,,,42.360871435892314,-71.06513623423791,No,,365,5,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293597,Cozy Sunroom in Allston/Brighton,9189449,https://www.airbnb.com/s/Boston--MA?page=73,40,,,,42.350194168116474,-71.1421516491063,No,,438,6,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556055,artist's apt convenient and unique,20862423,https://www.airbnb.com/s/Boston--MA?page=73,135,,,,42.371360571107545,-71.08090615885902,No,,511,7,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6965516,Comfortable Brownstone Home,31175333,https://www.airbnb.com/s/Boston--MA?page=73,62,,,,42.289483063261095,-71.05939283130932,No,,584,8,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875267,Historic JP Carriage House,14696258,https://www.airbnb.com/s/Boston--MA?page=73,150,,,,42.308836939839665,-71.11935092313678,No,,657,9,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875646,Cozy 1bd near MIT-Kendall Sq-Harvrd,14649698,https://www.airbnb.com/s/Boston--MA?page=73,140,,,,42.37258894811427,-71.08941252998879,No,,730,10,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10898182,Modern Well-Located City Apt,56477999,https://www.airbnb.com/s/Boston--MA?page=73,180,,,,42.34821963081691,-71.08881517833638,No,,803,11,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248554,(1) Amory Guest House Harvard MIT,21895566,https://www.airbnb.com/s/Boston--MA?page=73,100,,,,42.371648523321404,-71.10035164668723,No,,876,12,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860634,Home on quiet street near Harvard,4507945,https://www.airbnb.com/s/Boston--MA?page=73,70,,,,42.38391440833227,-71.11449299732654,No,,949,13,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8172380,Cozy abode the heart of Boston. B1,28820575,https://www.airbnb.com/s/Boston--MA?page=73,60,,,,42.329540610337055,-71.0931283718753,No,,1022,14,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759864,"Elegant Comfortable 2BD, 2BA Boston",24560453,https://www.airbnb.com/s/Boston--MA?page=73,260,,,,42.33746837969989,-71.07660659854704,No,,1095,15,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10883063,spacious 3rd floor loft in home,24593919,https://www.airbnb.com/s/Boston--MA?page=73,85,,,,42.35981023510956,-71.05911545356153,No,,1168,16,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432321,"Large, Sunny Beacon Hill Studio",17288874,https://www.airbnb.com/s/Boston--MA?page=73,220,,,,42.35505875044831,-71.07073414612441,No,,1241,17,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454258,Inviting Queen Anne Victorian B + B,7799789,https://www.airbnb.com/s/Boston--MA?page=73,100,,,,42.308438735450736,-71.04639582203185,No,,1314,18,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712891,Rent a room ,13883617,https://www.airbnb.com/s/Boston--MA?page=74,80,,,,42.36863072377625,-71.09305015769945,No,,74,1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926796,A safe and friendly place to stay!,51026962,https://www.airbnb.com/s/Boston--MA?page=74,48,,,,42.341309489057956,-71.09844818596996,No,,148,2,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9094905,Artsy Beacon Hill Room,4550056,https://www.airbnb.com/s/Boston--MA?page=74,95,,,,42.360871435892314,-71.06513623423791,No,,222,3,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293597,Cozy Sunroom in Allston/Brighton,9189449,https://www.airbnb.com/s/Boston--MA?page=74,40,,,,42.350194168116474,-71.1421516491063,No,,296,4,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556055,artist's apt convenient and unique,20862423,https://www.airbnb.com/s/Boston--MA?page=74,135,,,,42.371360571107545,-71.08090615885902,No,,370,5,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6965516,Comfortable Brownstone Home,31175333,https://www.airbnb.com/s/Boston--MA?page=74,62,,,,42.289483063261095,-71.05939283130932,No,,444,6,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875267,Historic JP Carriage House,14696258,https://www.airbnb.com/s/Boston--MA?page=74,150,,,,42.308836939839665,-71.11935092313678,No,,518,7,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875646,Cozy 1bd near MIT-Kendall Sq-Harvrd,14649698,https://www.airbnb.com/s/Boston--MA?page=74,140,,,,42.37258894811427,-71.08941252998879,No,,592,8,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10898182,Modern Well-Located City Apt,56477999,https://www.airbnb.com/s/Boston--MA?page=74,180,,,,42.34821963081691,-71.08881517833638,No,,666,9,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248554,(1) Amory Guest House Harvard MIT,21895566,https://www.airbnb.com/s/Boston--MA?page=74,100,,,,42.371648523321404,-71.10035164668723,No,,740,10,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860634,Home on quiet street near Harvard,4507945,https://www.airbnb.com/s/Boston--MA?page=74,70,,,,42.38391440833227,-71.11449299732654,No,,814,11,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8172380,Cozy abode the heart of Boston. B1,28820575,https://www.airbnb.com/s/Boston--MA?page=74,60,,,,42.329540610337055,-71.0931283718753,No,,888,12,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759864,"Elegant Comfortable 2BD, 2BA Boston",24560453,https://www.airbnb.com/s/Boston--MA?page=74,260,,,,42.33746837969989,-71.07660659854704,No,,962,13,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10883063,spacious 3rd floor loft in home,24593919,https://www.airbnb.com/s/Boston--MA?page=74,85,,,,42.35981023510956,-71.05911545356153,No,,1036,14,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432321,"Large, Sunny Beacon Hill Studio",17288874,https://www.airbnb.com/s/Boston--MA?page=74,220,,,,42.35505875044831,-71.07073414612441,No,,1110,15,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454258,Inviting Queen Anne Victorian B + B,7799789,https://www.airbnb.com/s/Boston--MA?page=74,100,,,,42.308438735450736,-71.04639582203185,No,,1184,16,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4438351,"skylit suite w/bath, porch, parking",9499646,https://www.airbnb.com/s/Boston--MA?page=74,80,,,,42.339427304251906,-71.11541567172041,No,,1258,17,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177129,Comfort in Historic Melville Park 1,847253,https://www.airbnb.com/s/Boston--MA?page=74,69,,,,42.29342799337781,-71.06773095505628,No,,1332,18,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8302913,Quiet Bedroom/Office near Tufts,43776266,https://www.airbnb.com/s/Boston--MA?page=75,69,,,,42.41736243222716,-71.11891182825228,No,,75,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6090697,Comfy private room in Cambridge,16244988,https://www.airbnb.com/s/Boston--MA?page=75,79,,,,42.365772409027365,-71.11275473684847,No,,150,2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9917358,Walk to Subway/MIT/Harvard,24415419,https://www.airbnb.com/s/Boston--MA?page=75,69,,,,42.368702240672995,-71.09940799498843,No,,225,3,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7920511,Beautiful room in Harvard sq.,38551452,https://www.airbnb.com/s/Boston--MA?page=75,85,,,,42.37946291407006,-71.12158330161262,No,,300,4,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8036024,Upscale Faneuil Hall / N. End Oasis,42431392,https://www.airbnb.com/s/Boston--MA?page=75,150,,,,42.363456015901434,-71.05720716569732,No,,375,5,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3897963,j Allston green rm w/ private exit ,8139434,https://www.airbnb.com/s/Boston--MA?page=75,65,,,,42.349964271017754,-71.14370958503075,No,,450,6,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7757707,Sun filled high end 1bedroom Loft,40790264,https://www.airbnb.com/s/Boston--MA?page=75,100,,,,42.35491713780565,-71.06170409988974,No,,525,7,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943299,Quiet Home Near Public Trans. Full,15026714,https://www.airbnb.com/s/Boston--MA?page=75,85,,,,42.33640296711735,-71.1151150655856,No,,600,8,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6972596,Great room with off-street parking.,36472407,https://www.airbnb.com/s/Boston--MA?page=75,60,,,,42.39561974932765,-71.09387359301378,No,,675,9,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6924390,Serenity in Somerville,13887926,https://www.airbnb.com/s/Boston--MA?page=75,84,,,,42.39834789929926,-71.11410227263856,No,,750,10,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4504025,Beacon Hill Gem Garden Studio,114913,https://www.airbnb.com/s/Boston--MA?page=75,128,,,,42.360433224252226,-71.0683436960499,No,,825,11,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133274,"Cozy Apartment in Brookline, near T",52004016,https://www.airbnb.com/s/Boston--MA?page=75,85,,,,42.34069654193474,-71.14486945845093,No,,900,12,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7462268,Allston close to Harvard Business D,19548932,https://www.airbnb.com/s/Boston--MA?page=75,60,,,,42.35819787180854,-71.12901562046952,No,,975,13,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7614517,Beacon Hill Studio w/ patio&parking,39934024,https://www.airbnb.com/s/Boston--MA?page=75,200,,,,42.36133855141079,-71.06909780032329,No,,1050,14,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4889920,Walk to MIT/Harvard/Red Line T ,24415419,https://www.airbnb.com/s/Boston--MA?page=75,99,,,,42.36700560426294,-71.09784211478821,No,,1125,15,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041681,1BR+Bath in Davis Sq 3min to Subway,248693,https://www.airbnb.com/s/Boston--MA?page=75,100,,,,42.396010312295104,-71.11877133143837,No,,1200,16,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4224124,(7) Amory Guest House Harvard MIT,21895566,https://www.airbnb.com/s/Boston--MA?page=75,90,,,,42.370249437444855,-71.10165539426708,No,,1275,17,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8982616,#3 Real close to the airport...,22264304,https://www.airbnb.com/s/Boston--MA?page=75,65,,,,42.3693769367594,-71.03334518228286,No,,1350,18,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8302913,Quiet Bedroom/Office near Tufts,43776266,https://www.airbnb.com/s/Boston--MA?page=76,69,,,,42.41736243222716,-71.11891182825228,No,,76,1,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6090697,Comfy private room in Cambridge,16244988,https://www.airbnb.com/s/Boston--MA?page=76,79,,,,42.365772409027365,-71.11275473684847,No,,152,2,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9917358,Walk to Subway/MIT/Harvard,24415419,https://www.airbnb.com/s/Boston--MA?page=76,69,,,,42.368702240672995,-71.09940799498843,No,,228,3,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7920511,Beautiful room in Harvard sq.,38551452,https://www.airbnb.com/s/Boston--MA?page=76,85,,,,42.37946291407006,-71.12158330161262,No,,304,4,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8036024,Upscale Faneuil Hall / N. End Oasis,42431392,https://www.airbnb.com/s/Boston--MA?page=76,150,,,,42.363456015901434,-71.05720716569732,No,,380,5,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3897963,j Allston green rm w/ private exit ,8139434,https://www.airbnb.com/s/Boston--MA?page=76,65,,,,42.349964271017754,-71.14370958503075,No,,456,6,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7757707,Sun filled high end 1bedroom Loft,40790264,https://www.airbnb.com/s/Boston--MA?page=76,100,,,,42.35491713780565,-71.06170409988974,No,,532,7,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943299,Quiet Home Near Public Trans. Full,15026714,https://www.airbnb.com/s/Boston--MA?page=76,85,,,,42.33640296711735,-71.1151150655856,No,,608,8,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6972596,Great room with off-street parking.,36472407,https://www.airbnb.com/s/Boston--MA?page=76,60,,,,42.39561974932765,-71.09387359301378,No,,684,9,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6924390,Serenity in Somerville,13887926,https://www.airbnb.com/s/Boston--MA?page=76,84,,,,42.39834789929926,-71.11410227263856,No,,760,10,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4504025,Beacon Hill Gem Garden Studio,114913,https://www.airbnb.com/s/Boston--MA?page=76,128,,,,42.360433224252226,-71.0683436960499,No,,836,11,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133274,"Cozy Apartment in Brookline, near T",52004016,https://www.airbnb.com/s/Boston--MA?page=76,85,,,,42.34069654193474,-71.14486945845093,No,,912,12,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7462268,Allston close to Harvard Business D,19548932,https://www.airbnb.com/s/Boston--MA?page=76,60,,,,42.35819787180854,-71.12901562046952,No,,988,13,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7614517,Beacon Hill Studio w/ patio&parking,39934024,https://www.airbnb.com/s/Boston--MA?page=76,200,,,,42.36133855141079,-71.06909780032329,No,,1064,14,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4889920,Walk to MIT/Harvard/Red Line T ,24415419,https://www.airbnb.com/s/Boston--MA?page=76,99,,,,42.36700560426294,-71.09784211478821,No,,1140,15,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041681,1BR+Bath in Davis Sq 3min to Subway,248693,https://www.airbnb.com/s/Boston--MA?page=76,100,,,,42.396010312295104,-71.11877133143837,No,,1216,16,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4224124,(7) Amory Guest House Harvard MIT,21895566,https://www.airbnb.com/s/Boston--MA?page=76,90,,,,42.370249437444855,-71.10165539426708,No,,1292,17,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8982616,#3 Real close to the airport...,22264304,https://www.airbnb.com/s/Boston--MA?page=76,65,,,,42.3693769367594,-71.03334518228286,No,,1368,18,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712891,Rent a room ,13883617,https://www.airbnb.com/s/Boston--MA?page=77,80,,,,42.36863072377625,-71.09305015769945,No,,77,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926796,A safe and friendly place to stay!,51026962,https://www.airbnb.com/s/Boston--MA?page=77,48,,,,42.341309489057956,-71.09844818596996,No,,154,2,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9094905,Artsy Beacon Hill Room,4550056,https://www.airbnb.com/s/Boston--MA?page=77,95,,,,42.360871435892314,-71.06513623423791,No,,231,3,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293597,Cozy Sunroom in Allston/Brighton,9189449,https://www.airbnb.com/s/Boston--MA?page=77,40,,,,42.350194168116474,-71.1421516491063,No,,308,4,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556055,artist's apt convenient and unique,20862423,https://www.airbnb.com/s/Boston--MA?page=77,135,,,,42.371360571107545,-71.08090615885902,No,,385,5,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6965516,Comfortable Brownstone Home,31175333,https://www.airbnb.com/s/Boston--MA?page=77,62,,,,42.289483063261095,-71.05939283130932,No,,462,6,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875267,Historic JP Carriage House,14696258,https://www.airbnb.com/s/Boston--MA?page=77,150,,,,42.308836939839665,-71.11935092313678,No,,539,7,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875646,Cozy 1bd near MIT-Kendall Sq-Harvrd,14649698,https://www.airbnb.com/s/Boston--MA?page=77,140,,,,42.37258894811427,-71.08941252998879,No,,616,8,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10898182,Modern Well-Located City Apt,56477999,https://www.airbnb.com/s/Boston--MA?page=77,180,,,,42.34821963081691,-71.08881517833638,No,,693,9,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248554,(1) Amory Guest House Harvard MIT,21895566,https://www.airbnb.com/s/Boston--MA?page=77,100,,,,42.371648523321404,-71.10035164668723,No,,770,10,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860634,Home on quiet street near Harvard,4507945,https://www.airbnb.com/s/Boston--MA?page=77,70,,,,42.38391440833227,-71.11449299732654,No,,847,11,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8172380,Cozy abode the heart of Boston. B1,28820575,https://www.airbnb.com/s/Boston--MA?page=77,60,,,,42.329540610337055,-71.0931283718753,No,,924,12,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759864,"Elegant Comfortable 2BD, 2BA Boston",24560453,https://www.airbnb.com/s/Boston--MA?page=77,260,,,,42.33746837969989,-71.07660659854704,No,,1001,13,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10883063,spacious 3rd floor loft in home,24593919,https://www.airbnb.com/s/Boston--MA?page=77,85,,,,42.35981023510956,-71.05911545356153,No,,1078,14,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432321,"Large, Sunny Beacon Hill Studio",17288874,https://www.airbnb.com/s/Boston--MA?page=77,220,,,,42.35505875044831,-71.07073414612441,No,,1155,15,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454258,Inviting Queen Anne Victorian B + B,7799789,https://www.airbnb.com/s/Boston--MA?page=77,100,,,,42.308438735450736,-71.04639582203185,No,,1232,16,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4438351,"skylit suite w/bath, porch, parking",9499646,https://www.airbnb.com/s/Boston--MA?page=77,80,,,,42.339427304251906,-71.11541567172041,No,,1309,17,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177129,Comfort in Historic Melville Park 1,847253,https://www.airbnb.com/s/Boston--MA?page=77,69,,,,42.29342799337781,-71.06773095505628,No,,1386,18,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10763248,2BR apartment in heart of Allston,3828480,https://www.airbnb.com/s/Boston--MA?page=78,150,,,,42.353868255700085,-71.13564328529222,No,,78,1,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4947526,Private Bedroom- 6 min walk to BCEC,25499738,https://www.airbnb.com/s/Boston--MA?page=78,103,,,,42.340727651354676,-71.05025788872314,No,,156,2,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
